,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,name
2065,Sciapus_wiedemanni_Dolichopodidae,,Dolichopodidae,,,Sciapus,wiedemanni,,Sciapus wiedemanni
2066,Condylostylus_sp_Pollet_0316_Dolichopodidae,,Dolichopodidae,,,Condylostylus,,Pollet_0316,Condylostylus
2067,Plagiozopelma_flavipodex_Dolichopodidae,,Dolichopodidae,,,Plagiozopelma,flavipodex,,Plagiozopelma flavipodex
2068,Heteropsilopus_ingenuus_Dolichopodidae,,Dolichopodidae,,,Heteropsilopus,ingenuus,,Heteropsilopus ingenuus
2069,Amblypsilopus_abruptus_group_s_Dolichopodidaep_SNK_2009,,Dolichopodidae,,,Amblypsilopus,abruptus,group_s_Dolichopodidaep_SNK_2009,Amblypsilopus abruptus
2070,Chrysosoma_bearni_Dolichopodidae,,Dolichopodidae,,,Chrysosoma,bearni,,Chrysosoma bearni
2071,Chrysosoma_vittatum_group_sp_Dolichopodidae,,Dolichopodidae,,,Chrysosoma,,vittatum_group,Chrysosoma
2072,Thinophilus_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,1_SNK_2009,Thinophilus
2073,Nepalomyia_sp_3_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,3_SNK_2009,Nepalomyia
2074,Symbolia_costaricensis_Dolichopodidae,,Dolichopodidae,,,Symbolia,costaricensis,,Symbolia costaricensis
2075,Anepsiomyia_flaviventris_Dolichopodidae,,Dolichopodidae,,,Anepsiomyia,flaviventris,,Anepsiomyia flaviventris
2076,Xanthochlorus_ornatus_Dolichopodidae,,Dolichopodidae,,,Xanthochlorus,ornatus,,Xanthochlorus ornatus
2077,Liancalus_virens_Dolichopodidae,,Dolichopodidae,,,Liancalus,virens,,Liancalus virens
2078,Eucoryphus_brunneri_Dolichopodidae,,Dolichopodidae,,,Eucoryphus,brunneri,,Eucoryphus brunneri
2079,Eucoryphus_coeruleus_Dolichopodidae,,Dolichopodidae,,,Eucoryphus,coeruleus,,Eucoryphus coeruleus
2080,Hydrophorus_praecox_Dolichopodidae,,Dolichopodidae,,,Hydrophorus,praecox,,Hydrophorus praecox
2081,Hydrophorus_rogenhoferi_Dolichopodidae,,Dolichopodidae,,,Hydrophorus,rogenhoferi,,Hydrophorus rogenhoferi
2082,Hydrophorus_borealis_Dolichopodidae,,Dolichopodidae,,,Hydrophorus,borealis,,Hydrophorus borealis
2083,sphyrotarsus_argyrostomus_Dolichopodidae,,Dolichopodidae,,,sphyrotarsus,argyrostomus,,sphyrotarsus argyrostomus
2084,Machaerium_maritimae_Dolichopodidae,,Dolichopodidae,,,Machaerium,maritimae,,Machaerium maritimae
2085,Aphrosylus_celtiber_Dolichopodidae,,Dolichopodidae,,,Aphrosylus,celtiber,,Aphrosylus celtiber
2086,Argyra_vestita_Dolichopodidae,,Dolichopodidae,,,Argyra,vestita,,Argyra vestita
2087,Argyra_diaphana_Dolichopodidae,,Dolichopodidae,,,Argyra,diaphana,,Argyra diaphana
2088,Argyra_elongata_Dolichopodidae,,Dolichopodidae,,,Argyra,elongata,,Argyra elongata
2089,Argyra_perplexa_Dolichopodidae,,Dolichopodidae,,,Argyra,perplexa,,Argyra perplexa
2090,Argyra_argyria_Dolichopodidae,,Dolichopodidae,,,Argyra,argyria,,Argyra argyria
2091,Argyra_leucocephala_Dolichopodidae,,Dolichopodidae,,,Argyra,leucocephala,,Argyra leucocephala
2092,Argyra_argentina_Dolichopodidae,,Dolichopodidae,,,Argyra,argentina,,Argyra argentina
2093,Argyra_grata_Dolichopodidae,,Dolichopodidae,,,Argyra,grata,,Argyra grata
2094,Argyra_ilonae_Dolichopodidae,,Dolichopodidae,,,Argyra,ilonae,,Argyra ilonae
2095,Argyra_atriceps_Dolichopodidae,,Dolichopodidae,,,Argyra,atriceps,,Argyra atriceps
2096,Pelastoneurus_sp_Pollet_0309_Dolichopodidae,,Dolichopodidae,,,Pelastoneurus,,Pollet_0309,Pelastoneurus
2097,Hercostomus_verbekei_Dolichopodidae,,Dolichopodidae,,,Hercostomus,verbekei,,Hercostomus verbekei
2098,Hercostomus_plagiatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,plagiatus,,Hercostomus plagiatus
2099,Dolichopus_campestris_Dolichopodidae,,Dolichopodidae,,,Dolichopus,campestris,,Dolichopus campestris
2100,Dolichopus_arbustorum_Dolichopodidae,,Dolichopodidae,,,Dolichopus,arbustorum,,Dolichopus arbustorum
2101,Dolichopus_trivialis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,trivialis,,Dolichopus trivialis
2102,Dolichopus_cilifemoratus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,cilifemoratus,,Dolichopus cilifemoratus
2103,Dolichopus_festivus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,festivus,,Dolichopus festivus
2104,Dolichopus_ungulatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,ungulatus,,Dolichopus ungulatus
2105,Dolichopus_brevipennis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,brevipennis,,Dolichopus brevipennis
2106,Dolichopus_claviger_Dolichopodidae,,Dolichopodidae,,,Dolichopus,claviger,,Dolichopus claviger
2107,Dolichopus_lepidus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,lepidus,,Dolichopus lepidus
2108,Dolichopus_longitarsis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,longitarsis,,Dolichopus longitarsis
2109,Dolichopus_nigricornis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,nigricornis,,Dolichopus nigricornis
2110,Dolichopus_genicupallidus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,genicupallidus,,Dolichopus genicupallidus
2111,Dolichopus_planitarsis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,planitarsis,,Dolichopus planitarsis
2112,Dolichopus_atripes_Dolichopodidae,,Dolichopodidae,,,Dolichopus,atripes,,Dolichopus atripes
2113,Dolichopus_tanythrix_Dolichopodidae,,Dolichopodidae,,,Dolichopus,tanythrix,,Dolichopus tanythrix
2114,Dolichopus_bigeniculatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,bigeniculatus,,Dolichopus bigeniculatus
2115,Dolichopus_clavipes_Dolichopodidae,,Dolichopodidae,,,Dolichopus,clavipes,,Dolichopus clavipes
2116,Dolichopus_griseipennis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,griseipennis,,Dolichopus griseipennis
2117,Dolichopus_nitidus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,nitidus,,Dolichopus nitidus
2118,Dolichopus_popularis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,popularis,,Dolichopus popularis
2119,Dolichopus_urbanus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,urbanus,,Dolichopus urbanus
2120,Dolichopus_subpennatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,subpennatus,,Dolichopus subpennatus
2121,Dolichopus_pennatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,pennatus,,Dolichopus pennatus
2122,Dolichopus_argyrotarsis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,argyrotarsis,,Dolichopus argyrotarsis
2123,Dolichopus_signatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,signatus,,Dolichopus signatus
2124,Dolichopus_latilimbatus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,latilimbatus,,Dolichopus latilimbatus
2125,Dolichopus_excisus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,excisus,,Dolichopus excisus
2126,Dolichopus_nubilus_Dolichopodidae,,Dolichopodidae,,,Dolichopus,nubilus,,Dolichopus nubilus
2127,Dolichopus_acuticornis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,acuticornis,,Dolichopus acuticornis
2128,Dolichopus_linearis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,linearis,,Dolichopus linearis
2129,Dolichopus_longicornis_Dolichopodidae,,Dolichopodidae,,,Dolichopus,longicornis,,Dolichopus longicornis
2130,Hercostomus_nanus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nanus,,Hercostomus nanus
2131,Hercostomus_parvilamellatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,parvilamellatus,,Hercostomus parvilamellatus
2132,Nodicornis_nodicornis_Dolichopodidae,,Dolichopodidae,,,Nodicornis,nodicornis,,Nodicornis nodicornis
2133,Sybistroma_discipes_Dolichopodidae,,Dolichopodidae,,,Sybistroma,discipes,,Sybistroma discipes
2134,Sybistroma_crinipes_Dolichopodidae,,Dolichopodidae,,,Sybistroma,crinipes,,Sybistroma crinipes
2135,Sybistroma_obscurellum_Dolichopodidae,,Dolichopodidae,,,Sybistroma,obscurellum,,Sybistroma obscurellum
2136,Hercostomus_chetifer_Dolichopodidae,,Dolichopodidae,,,Hercostomus,chetifer,,Hercostomus chetifer
2137,Hercostomus_longiventris_Dolichopodidae,,Dolichopodidae,,,Hercostomus,longiventris,,Hercostomus longiventris
2138,Hercostomus_fulvicaudis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,fulvicaudis,,Hercostomus fulvicaudis
2139,Hercostomus_praeceps_Dolichopodidae,,Dolichopodidae,,,Hercostomus,praeceps,,Hercostomus praeceps
2140,Argyrochlamys_impudicus_Dolichopodidae,,Dolichopodidae,,,Argyrochlamys,impudicus,,Argyrochlamys impudicus
2141,Paraclius_digitatus_Dolichopodidae,,Dolichopodidae,,,Paraclius,digitatus,,Paraclius digitatus
2142,Gymnopternus_helveticus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,helveticus,,Gymnopternus helveticus
2143,Gymnopternus_blankaartensis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,blankaartensis,,Gymnopternus blankaartensis
2144,Gymnopternus_cupreus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,cupreus,,Gymnopternus cupreus
2145,Gymnopternus_assimilis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,assimilis,,Gymnopternus assimilis
2146,Gymnopternus_silvestris_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,silvestris,,Gymnopternus silvestris
2147,Gymnopternus_brevicornis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,brevicornis,,Gymnopternus brevicornis
2148,Gymnopternus_celer_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,celer,,Gymnopternus celer
2149,Gymnopternus_metallicus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,metallicus,,Gymnopternus metallicus
2150,Gymnopternus_aerosus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,aerosus,,Gymnopternus aerosus
2151,Gymnopternus_angustifrons_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,angustifrons,,Gymnopternus angustifrons
2152,Hercostomus_nigripennis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigripennis,,Hercostomus nigripennis
2153,Hercostomus_chaerophylli_Dolichopodidae,,Dolichopodidae,,,Hercostomus,chaerophylli,,Hercostomus chaerophylli
2154,Hercostomus_germanus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,germanus,,Hercostomus germanus
2155,Dolichopus_sp_Dolichopodidae,,Dolichopodidae,,,Dolichopus,,,Dolichopus
2156,Dolichopus_sp_Dolichopodidae_NCSU_99071924,,Dolichopodidae,,,Dolichopus,,NCSU_99071924,Dolichopus
2157,Poecilobothrus_principalis_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,principalis,,Poecilobothrus principalis
2158,Poecilobothrus_regalis_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,regalis,,Poecilobothrus regalis
2159,Dolichopus_sp_Dolichopodidae_NCSU_97010378,,Dolichopodidae,,,Dolichopus,,NCSU_97010378,Dolichopus
2160,Poecilobothrus_nobilitatus_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,nobilitatus,,Poecilobothrus nobilitatus
2161,Poecilobothrus_chrysozygos_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,chrysozygos,,Poecilobothrus chrysozygos
2162,Hercostomus_pilifer_Dolichopodidae,,Dolichopodidae,,,Hercostomus,pilifer,,Hercostomus pilifer
2163,Hercostomus_nigrilamellatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigrilamellatus,,Hercostomus nigrilamellatus
2164,Hercostomus_vockerothi_Dolichopodidae,,Dolichopodidae,,,Hercostomus,vockerothi,,Hercostomus vockerothi
2165,Hercostomus_nigriplantis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigriplantis,,Hercostomus nigriplantis
2166,Hercostomus_fugax_Dolichopodidae,,Dolichopodidae,,,Hercostomus,fugax,,Hercostomus fugax
2167,Hercostomus_vivax_Dolichopodidae,,Dolichopodidae,,,Hercostomus,vivax,,Hercostomus vivax
2168,Tachytrechus_notatus_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,notatus,,Tachytrechus notatus
2169,Tachytrechus_transitorius_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,transitorius,,Tachytrechus transitorius
2170,Tachytrechus_tessellatus_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,tessellatus,,Tachytrechus tessellatus
2171,Hercostomus_brevidigitalis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,brevidigitalis,,Hercostomus brevidigitalis
2172,Hercostomus_meieri_Dolichopodidae,,Dolichopodidae,,,Hercostomus,meieri,,Hercostomus meieri
2173,Nepalomyia_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,1_SNK_2009,Nepalomyia
2174,Nepalomyia_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,2_SNK_2009,Nepalomyia
2175,Scotiomyia_cf_singaporensis_SN_DolichopodidaeK_2009,,Dolichopodidae,,,Scotiomyia,,cf_singaporensis_SN_DolichopodidaeK_2009,Scotiomyia
2176,Scotiomyia_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Scotiomyia,,SNK_2009,Scotiomyia
2177,Acropsilus_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,2_SNK_2009,Acropsilus
2178,Acropsilus_sp_3_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,3_SNK_2009,Acropsilus
2179,Acropsilus_niger_Dolichopodidae,,Dolichopodidae,,,Acropsilus,niger,,Acropsilus niger
2180,Acropsilus_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,1_SNK_2009,Acropsilus
2181,Peloropeodes_sp_Pollet_0301_Dolichopodidae,,Dolichopodidae,,,Peloropeodes,,Pollet_0301,Peloropeodes
2182,Peloropeodes_sp_Pollet_0306_Dolichopodidae,,Dolichopodidae,,,Peloropeodes,,Pollet_0306,Peloropeodes
2183,Medetera_minima_Dolichopodidae,,Dolichopodidae,,,Medetera,minima,,Medetera minima
2184,Medetera_dendrobaena_Dolichopodidae,,Dolichopodidae,,,Medetera,dendrobaena,,Medetera dendrobaena
2185,Medetera_diadema_Dolichopodidae,,Dolichopodidae,,,Medetera,diadema,,Medetera diadema
2186,Medetera_plumbella_Dolichopodidae,,Dolichopodidae,,,Medetera,plumbella,,Medetera plumbella
2187,Medetera_micacea_Dolichopodidae,,Dolichopodidae,,,Medetera,micacea,,Medetera micacea
2188,Medetera_jacula_Dolichopodidae,,Dolichopodidae,,,Medetera,jacula,,Medetera jacula
2189,Medetera_infumata_Dolichopodidae,,Dolichopodidae,,,Medetera,infumata,,Medetera infumata
2190,Medetera_grisescens_Dolichopodidae,,Dolichopodidae,,,Medetera,grisescens,,Medetera grisescens
2191,Medetera_lorea_Dolichopodidae,,Dolichopodidae,,,Medetera,lorea,,Medetera lorea
2192,Medetera_pallipes_Dolichopodidae,,Dolichopodidae,,,Medetera,pallipes,,Medetera pallipes
2193,Medetera_impigra_Dolichopodidae,,Dolichopodidae,,,Medetera,impigra,,Medetera impigra
2194,Medetera_abstrusa_Dolichopodidae,,Dolichopodidae,,,Medetera,abstrusa,,Medetera abstrusa
2195,Medetera_feminina_Dolichopodidae,,Dolichopodidae,,,Medetera,feminina,,Medetera feminina
2196,Medetera_jugalis_Dolichopodidae,,Dolichopodidae,,,Medetera,jugalis,,Medetera jugalis
2197,Medetera_signaticornis_Dolichopodidae,,Dolichopodidae,,,Medetera,signaticornis,,Medetera signaticornis
2198,Medetera_muralis_Dolichopodidae,,Dolichopodidae,,,Medetera,muralis,,Medetera muralis
2199,Medetera_belgica_Dolichopodidae,,Dolichopodidae,,,Medetera,belgica,,Medetera belgica
2200,Medetera_parenti_Dolichopodidae,,Dolichopodidae,,,Medetera,parenti,,Medetera parenti
2201,Medetera_sp_Pollet_0317_Dolichopodidae,,Dolichopodidae,,,Medetera,,Pollet_0317,Medetera
2202,Medetera_sp_CG_2012_Dolichopodidae,,Dolichopodidae,,,Medetera,,CG_2012,Medetera
2203,Dolichophorus_kerteszi_Dolichopodidae,,Dolichopodidae,,,Dolichophorus,kerteszi,,Dolichophorus kerteszi
2204,Thrypticus_smaragdinus_Dolichopodidae,,Dolichopodidae,,,Thrypticus,smaragdinus,,Thrypticus smaragdinus
2205,Thrypticus_tarsalis_Dolichopodidae,,Dolichopodidae,,,Thrypticus,tarsalis,,Thrypticus tarsalis
2206,Medeterinae_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,,1,SNK_2009,Medeterinae
2207,Thinophilus_murphyi_Dolichopodidae,,Dolichopodidae,,,Thinophilus,murphyi,,Thinophilus murphyi
2208,Thinophilus_sp_6_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,6_SNK_2009,Thinophilus
2209,Thinophilus_sp_8_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,8_SNK_2009,Thinophilus
2210,Thinophilus_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,2_SNK_2009,Thinophilus
2211,Thinophilus_sp_4_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Thinophilus,,4_SNK_2009,Thinophilus
2212,Micromorphus_albipes_Dolichopodidae,,Dolichopodidae,,,Micromorphus,albipes,,Micromorphus albipes
2213,Chrysotimus_molliculus_Dolichopodidae,,Dolichopodidae,,,Chrysotimus,molliculus,,Chrysotimus molliculus
2214,Chrysotimus_flaviventris_Dolichopodidae,,Dolichopodidae,,,Chrysotimus,flaviventris,,Chrysotimus flaviventris
2215,Chrysotus_sp_Pollet_0305_Dolichopodidae,,Dolichopodidae,,,Chrysotus,,Pollet_0305,Chrysotus
2216,Chrysotus_laesus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,laesus,,Chrysotus laesus
2217,Chrysotus_suavis_Dolichopodidae,,Dolichopodidae,,,Chrysotus,suavis,,Chrysotus suavis
2218,Chrysotus_blepharosceles_Dolichopodidae,,Dolichopodidae,,,Chrysotus,blepharosceles,,Chrysotus blepharosceles
2219,Chrysotus_gramineus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,gramineus,,Chrysotus gramineus
2220,Chrysotus_neglectus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,neglectus,,Chrysotus neglectus
2221,Chrysotus_femoratus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,femoratus,,Chrysotus femoratus
2222,Chrysotus_pulchellus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,pulchellus,,Chrysotus pulchellus
2223,Chrysotus_cilipes_Dolichopodidae,,Dolichopodidae,,,Chrysotus,cilipes,,Chrysotus cilipes
2224,Chrysotus_miripalpus_Dolichopodidae,,Dolichopodidae,,,Chrysotus,miripalpus,,Chrysotus miripalpus
2225,Chrysotus_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Chrysotus,,SNK_2009,Chrysotus
2226,Chrysotus_sp_Pollet_0302_Dolichopodidae,,Dolichopodidae,,,Chrysotus,,Pollet_0302,Chrysotus
2227,Phacaspis_mitis_Dolichopodidae,,Dolichopodidae,,,Phacaspis,mitis,,Phacaspis mitis
2228,Diaphorus_oculatus_Dolichopodidae,,Dolichopodidae,,,Diaphorus,oculatus,,Diaphorus oculatus
2229,Diaphorus_sp_Pollet_0310_Dolichopodidae,,Dolichopodidae,,,Diaphorus,,Pollet_0310,Diaphorus
2230,Diaphorus_sp_Pollet_0311_Dolichopodidae,,Dolichopodidae,,,Diaphorus,,Pollet_0311,Diaphorus
2231,Diaphorus_maurus_Dolichopodidae,,Dolichopodidae,,,Diaphorus,maurus,,Diaphorus maurus
2232,Asyndetus_latifrons_Dolichopodidae,,Dolichopodidae,,,Asyndetus,latifrons,,Asyndetus latifrons
2233,Diaphorus_nigricans_Dolichopodidae,,Dolichopodidae,,,Diaphorus,nigricans,,Diaphorus nigricans
2234,Asyndetus_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Asyndetus,,SNK_2009,Asyndetus
2235,Condylostylus_flavipes_Dolichopodidae,,Dolichopodidae,,,Condylostylus,flavipes,,Condylostylus flavipes
2236,Hybos_femoratus_Hybotidae,,Hybotidae,,,Hybos,femoratus,,Hybos femoratus
2237,Microphor_holosericeus_Empididae,,Empididae,,,Microphor,holosericeus,,Microphor holosericeus
2238,Eothalassius_gracilis_Dolichopodidae,,Dolichopodidae,,,Eothalassius,gracilis,,Eothalassius gracilis
2239,Microphorella_malaysiana_Empididae,,Empididae,,,Microphorella,malaysiana,,Microphorella malaysiana
2240,Parathalassius_candidatus_Empididae,,Empididae,,,Parathalassius,candidatus,,Parathalassius candidatus
2241,Amphithalassius_latus_Empididae,,Empididae,,,Amphithalassius,latus,,Amphithalassius latus
2242,Apystomyia_elinguis_Apystomyiidae,,Apystomyiidae,,,Apystomyia,elinguis,,Apystomyia elinguis
2243,Paraplatypeza_sp_Platypezidae,,Platypezidae,,,Paraplatypeza,,,Paraplatypeza
2244,Pipunculus_sp_Pipunculidae,,Pipunculidae,,,Pipunculus,,,Pipunculus
2245,Pipunculus_houghi_Pipunculidae,,Pipunculidae,,,Pipunculus,houghi,,Pipunculus houghi
2246,Pherbellia_cinerella_Sciomyzidae,,Sciomyzidae,,,Pherbellia,cinerella,,Pherbellia cinerella
2247,Trichophthalma_sp_LRC_2002_Nemestrinidae,,Nemestrinidae,,,Trichophthalma,,LRC_2002,Trichophthalma
2248,Trichophthalma_sp_SLW_2002_Nemestrinidae,,Nemestrinidae,,,Trichophthalma,,SLW_2002,Trichophthalma
2249,Neorhynchocephalus_volaticus_Nemestrinidae,,Nemestrinidae,,,Neorhynchocephalus,volaticus,,Neorhynchocephalus volaticus
2250,Nemestrinus_aegyptiacus_Nemestrinidae,,Nemestrinidae,,,Nemestrinus,aegyptiacus,,Nemestrinus aegyptiacus
2251,Hirmoneura_sp_SLW_2006c_Nemestrinidae,,Nemestrinidae,,,Hirmoneura,,SLW_2006c,Hirmoneura
2252,Hirmoneura_sp_MDT_2010_Nemestrinidae,,Nemestrinidae,,,Hirmoneura,,MDT_2010,Hirmoneura
2253,Nemestrinidae_gen_sp_Nemestrinidae,,Nemestrinidae,,,,,,Nemestrinidae
2254,Acrocera_bulla_Acroceridae,,Acroceridae,,,Acrocera,bulla,,Acrocera bulla
2255,sphaerops_sp_SLW_2002_Acroceridae,,Acroceridae,,,sphaerops,,SLW_2002,sphaerops
2256,Acrocera_orbicula_Acroceridae,,Acroceridae,,,Acrocera,orbicula,,Acrocera orbicula
2257,Acrocera_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Acrocera,,SLW_2002a,Acrocera
2258,Acrocera_sp_SLW_2002b_Acroceridae,,Acroceridae,,,Acrocera,,SLW_2002b,Acrocera
2259,Helle_longirostris_Acroceridae,,Acroceridae,,,Helle,longirostris,,Helle longirostris
2260,Acroceridae_sp_New_Caledonia_Acroceridae,,Acroceridae,,,,,New_Caledonia,Acroceridae
2261,Parahelle_sp_SLW_2002_Acroceridae,,Acroceridae,,,Parahelle,,SLW_2002,Parahelle
2262,Thyllis_philopotoides_Acroceridae,,Acroceridae,,,Thyllis,philopotoides,,Thyllis philopotoides
2263,Thyllis_splendens_Acroceridae,,Acroceridae,,,Thyllis,splendens,,Thyllis splendens
2264,Thyllis_crassa_Acroceridae,,Acroceridae,,,Thyllis,crassa,,Thyllis crassa
2265,Thyllis_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Thyllis,,SLW_2002a,Thyllis
2266,Terphis_sp_SLW_2002_Acroceridae,,Acroceridae,,,Terphis,,SLW_2002,Terphis
2267,Philopota_sp_SLW_2002b_Acroceridae,,Acroceridae,,,Philopota,,SLW_2002b,Philopota
2268,Megalybus_nr__pictus_SLW_2002_Acroceridae,,Acroceridae,,,Megalybus,,nr__pictus_SLW_2002,Megalybus
2269,Holops_sp_SLW_2002_Acroceridae,,Acroceridae,,,Holops,,SLW_2002,Holops
2270,Ogcodes_leptisoma_Acroceridae,,Acroceridae,,,Ogcodes,leptisoma,,Ogcodes leptisoma
2271,Ogcodes_sp_LRC_2002_Acroceridae,,Acroceridae,,,Ogcodes,,LRC_2002,Ogcodes
2272,Ogcodes_sp_SLW_2002_Acroceridae,,Acroceridae,,,Ogcodes,,SLW_2002,Ogcodes
2273,Ogcodes_basalis_Acroceridae,,Acroceridae,,,Ogcodes,basalis,,Ogcodes basalis
2274,Ogcodes_canadensis_Acroceridae,,Acroceridae,,,Ogcodes,canadensis,,Ogcodes canadensis
2275,Ogcodes_fumatus_Acroceridae,,Acroceridae,,,Ogcodes,fumatus,,Ogcodes fumatus
2276,Psilodera_affinis_Acroceridae,,Acroceridae,,,Psilodera,affinis,,Psilodera affinis
2277,Pterodontia_sp_SLW_2002_Acroceridae,,Acroceridae,,,Pterodontia,,SLW_2002,Pterodontia
2278,Ocnaea_sp_SLW_2002c_Acroceridae,,Acroceridae,,,Ocnaea,,SLW_2002c,Ocnaea
2279,Ocnaea_sp_SLW_2002b_Acroceridae,,Acroceridae,,,Ocnaea,,SLW_2002b,Ocnaea
2280,Ocnaea_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Ocnaea,,SLW_2002a,Ocnaea
2281,Archipialea_sp_SLW_2002_Acroceridae,,Acroceridae,,,Archipialea,,SLW_2002,Archipialea
2282,Arrhynchus_penai_Acroceridae,,Acroceridae,,,Arrhynchus,penai,,Arrhynchus penai
2283,Arrhynchus_nr_vittatus_SLW_200_Acroceridae2,,Acroceridae,,,Arrhynchus,,nr_vittatus_SLW_200,Arrhynchus
2284,Apsona_muscaria_Acroceridae,,Acroceridae,,,Apsona,muscaria,,Apsona muscaria
2285,Astomella_sp_SLW2002_Acroceridae,,Acroceridae,,,Astomella,,SLW_2002,Astomella
2286,Eulonchus_sp_SLW2002c_Acroceridae,,Acroceridae,,,Eulonchus,,SLW_2002c,Eulonchus
2287,Eulonchus_marialiciae_Acroceridae,,Acroceridae,,,Eulonchus,marialiciae,,Eulonchus marialiciae
2288,Eulonchus_smaragdinus_Acroceridae,,Acroceridae,,,Eulonchus,smaragdinus,,Eulonchus smaragdinus
2289,Lasia_sp_SLW_2002c_Acroceridae,,Acroceridae,,,Lasia,,SLW_2002c,Lasia
2290,Lasia_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Lasia,,SLW_2002a,Lasia
2291,Lasia_sp_SLW_2002d_Acroceridae,,Acroceridae,,,Lasia,,SLW_2002d,Lasia
2292,Lasia_carbonanicus_Acroceridae,,Acroceridae,,,Lasia,carbonanicus,,Lasia carbonanicus
2293,Turbopsebius_sp_SLW_2006_Acroceridae,,Acroceridae,,,Turbopsebius,,SLW_2006,Turbopsebius
2294,Paracyrtus_sp_SLW_2002_Acroceridae,,Acroceridae,,,Paracyrtus,,SLW_2002,Paracyrtus
2295,Turbopsebius_diligens_Acroceridae,,Acroceridae,,,Turbopsebius,diligens,,Turbopsebius diligens
