tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers
Silvius_Silvius_gigantulus_Tabanidae_T,,Tabanidae,,,Silvius,gigantulus,
Silvius_Silvius_variegatus_Tabanidae_T,,Tabanidae,,,Silvius,variegatus,
Silvius_Griseosilvius_quadrivi_Tabanidae_Tttatus,,Tabanidae,,,Silvius,quadrivittatus,
Chrysops_madagascariensis_Tabanidae_T,,Tabanidae,,,Chrysops,madagascariensis,
Chrysops_dispar_Tabanidae_T,,Tabanidae,,,Chrysops,dispar,
Chrysops_caecutiens_Tabanidae_T,,Tabanidae,,,Chrysops,caecutiens,
Chrysops_flavidus_Tabanidae_T,,Tabanidae,,,Chrysops,flavidus,
Chrysops_viduatus_Tabanidae_T,,Tabanidae,,,Chrysops,viduatus,
Chrysopilus_thoracicus_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,thoracicus,
Chrysops_carbonarius_Tabanidae_T,,Tabanidae,,,Chrysops,carbonarius,
Chrysops_vittatus_Tabanidae_T,,Tabanidae,,,Chrysops,vittatus,
Chrysops_upsilon_Tabanidae_T,,Tabanidae,,,Chrysops,upsilon,
Chrysops_sp_20_bighindtibia_Tabanidae_T,,Tabanidae,,,Chrysops,,20_bighindtibia
Chrysops_coquilletti_Tabanidae_T,,Tabanidae,,,Chrysops,coquilletti,
Rhigioglossa_edentula_Tabanidae_T,,Tabanidae,,,Rhigioglossa,edentula,
Rhigioglossa_sp_2_RSA_Tabanidae_T,,Tabanidae,,,Rhigioglossa,,2_RSA
Aegophagamyia_Triclida_sp_1_n_Tabanidae_Tr_brunnea,,Tabanidae,,,Aegophagamyia,brunnea,1_n
Aegophagamyia_Triclida_variega_Tabanidae_Tta,,Tabanidae,,,Aegophagamyia,variegata,
Thaumastocera_akwa_Tabanidae_T,,Tabanidae,,,Thaumastocera,akwa,
Orgizomyia_zigzag_Tabanidae_T,,Tabanidae,,,Orgizomyia,zigzag,
Tabanocella_Tabanocella_sp_3_Tabanidae_T,,Tabanidae,,,Tabanocella_Tabanocella,,3
Tabanocella_Tabanocella_dentic_Tabanidae_Tornis,,Tabanidae,,,Tabanocella_Tabanocella,denticornis,
Agelanius_lanei_Tabanidae_T,,Tabanidae,,,Agelanius,lanei,
Limata_sp_2_MEI_was_Limata_or_Tabanidae_T_Amanella,,Tabanidae,,,Limata,,2_MEI_was_Limata_or
Limata_sp_1_SIM_was_Diachlori_Tabanidae_Tni_sp_RSA,,Tabanidae,,,Limata,,1_SIM_was_Diachlori
Cydistomyia_victoriensis_Tabanidae_T,,Tabanidae,,,Cydistomyia,victoriensis,
Dasybasis_Protodasyommia_trans_Tabanidae_Tversa_sp_2,,Tabanidae,,,Dasybasis_Protodasyommia,,trans
Dasybasis_gentilis_Tabanidae_T,,Tabanidae,,,Dasybasis,gentilis,
Dasybasis_neobasalis_Tabanidae_T,,Tabanidae,,,Dasybasis,neobasalis,
Dasybasis_sp_11_Tabanidae_T,,Tabanidae,,,Dasybasis,,11
Dasybasis_Protodasyommia_batra_Tabanidae_Tnkii_sp_1,,Tabanidae,,,Dasybasis_Protodasyommia,,batra
Stenotabanus_Stenotabanus_sp__Tabanidae_T1,,Tabanidae,,,Stenotabanus_Stenotabanus,,
Catachlorops_Psalidia_fulmineu_Tabanidae_Ts,,Tabanidae,,,Catachlorops_Psalidia,fulmineus,
Dichelacera_regina_Tabanidae_T,,Tabanidae,,,Dichelacera,regina,
Acanthocera_sp_1_Tabanidae_T,,Tabanidae,,,Acanthocera,,1
Dasychela_Triceratomyia_macint_Tabanidae_Tyrei,,Tabanidae,,,Dasychela,macintyrei,
Philipotabanus_stigmaticalis_Tabanidae_T,,Tabanidae,,,Philipotabanus,stigmaticalis,
Philipotabanus_pterographicus_Tabanidae_T,,Tabanidae,,,Philipotabanus,pterographicus,
Dicladocera_macula_nr_Tabanidae_T,,Tabanidae,,,Dicladocera,,macula_nr
Stypommisa_sp_4_Tabanidae_T,,Tabanidae,,,Stypommisa,,4
Stypommisa_captiroptera_sp_2__Tabanidae_TFRGY,,Tabanidae,,,Stypommisa,captiroptera,2
Chlorotabanus_inanis_Tabanidae_T,,Tabanidae,,,Chlorotabanus,inanis,
Dasybasis_sp_3_Tabanidae_T,,Tabanidae,,,Dasybasis,,3
Diachlorus_nr_curvipes_sp_2_Tabanidae_T,,Tabanidae,,,Diachlorus,,2
Hybomitra_rhombica_Tabanidae_T,,Tabanidae,,,Hybomitra,rhombica,
Hybomitra_cincta_Tabanidae_T,,Tabanidae,,,Hybomitra,cincta,
Hybomitra_epistates_Tabanidae_T,,Tabanidae,,,Hybomitra,epistates,
Hybomitra_illota_Tabanidae_T,,Tabanidae,,,Hybomitra,illota,
Hybomitra_bimaculata_Tabanidae_T,,Tabanidae,,,Hybomitra,bimaculata,
Poeciloderas_quadripunctatus_Tabanidae_T,,Tabanidae,,,Poeciloderas,quadripunctatus,
Tabanus_abdominalis_Tabanidae_T,,Tabanidae,,,Tabanus,abdominalis,
Tabanus_superjumentarius_Tabanidae_T,,Tabanidae,,,Tabanus,superjumentarius,
Tabanus_oknos_Tabanidae_T,,Tabanidae,,,Tabanus,oknos,
Tabanus_nigrotectus_Tabanidae_T,,Tabanidae,,,Tabanus,nigrotectus,
Tabanus_biguttatus_Tabanidae_T,,Tabanidae,,,Tabanus,biguttatus,
Hippocentrum_versicolor_Tabanidae_T,,Tabanidae,,,Hippocentrum,versicolor,
Haematopota_pluvialis___Tabanidae_T,,Tabanidae,,,Haematopota,pluvialis,
Haematopota_sp_SIM_Tabanidae_T,,Tabanidae,,,Haematopota,,SIM
Haematopota_sp_RSA_2000_Tabanidae_T,,Tabanidae,,,Haematopota,,RSA_2000
Haematopota_howarthi_Tabanidae_T,,Tabanidae,,,Haematopota,howarthi,
Haematopota_latifascia_Tabanidae_T,,Tabanidae,,,Haematopota,latifascia,
Haematopota_personata_Tabanidae_T,,Tabanidae,,,Haematopota,personata,
Tabanus_maculicornis_Tabanidae_T,,Tabanidae,,,Tabanus,maculicornis,
Ancala_fasciata_Tabanidae_T,,Tabanidae,,,Ancala,fasciata,
Ancala_africana_Tabanidae_T,,Tabanidae,,,Ancala,africana,
Tabanus_leucostomus_Tabanidae_T,,Tabanidae,,,Tabanus,leucostomus,
Tabanus_caduceus_Tabanidae_T,,Tabanidae,,,Tabanus,caduceus,
Tabanus_sp_Tabanidae_T_voucher_BDL149,,Tabanidae,,,Tabanus,,voucher_BDL149
Tabanus_birmanicus_Tabanidae_T,,Tabanidae,,,Tabanus,birmanicus,
Tabanus_hirtitibia_or_discus_Tabanidae_T,,Tabanidae,,,Tabanus,,hirtitibia_or_discus
Tabanus_aegrotus_Tabanidae_T,,Tabanidae,,,Tabanus,aegrotus,
Tabanus_atratus_Tabanidae_T?,,Tabanidae,,,Tabanus,atratus,
Tabanus_sulcifrons_Tabanidae_T,,Tabanidae,,,Tabanus,sulcifrons,
Tabanus_rufofrater_Tabanidae_T,,Tabanidae,,,Tabanus,rufofrater,
Tabanus_pellucidus_sp_15_Tabanidae_T,,Tabanidae,,,Tabanus,pellucidus,15
Phibalomyia_carteri_Tabanidae_T,,Tabanidae,,,Phibalomyia,carteri,
Philoliche_quinquemaculata_Tabanidae_T,,Tabanidae,,,Philoliche,quinquemaculata,
Philoliche_Returneria_alternan_Tabanidae_Ts,,Tabanidae,,,Philoliche,Returneria_alternan,Ts
Philoliche_Buplex_basalis_Tabanidae_T,,Tabanidae,,,Philoliche,Buplex_basalis,T
Philoliche_subfascia_Tabanidae_T,,Tabanidae,,,Philoliche,subfascia,T
Philoliche_bukamensis_Tabanidae_T,,Tabanidae,,,Philoliche,bukamensis,T
Philoliche_sp_SIM1123_Tabanidae_T,,Tabanidae,,,Philoliche,,SIM1123
Philoliche_bivirgulata_Tabanidae_T,,Tabanidae,,,Philoliche,bivirgulata,T
Philoliche_andrenoides_Tabanidae_T,,Tabanidae,,,Philoliche,andrenoides,T
Philoliche_Philoliche_aethiopi_Tabanidae_Tca,,Tabanidae,,,Philoliche,aethiopica,T
Philoliche_elegans_Tabanidae_T,,Tabanidae,,,Philoliche,elegans,T
Philoliche_rondani_Tabanidae_T,,Tabanidae,,,Philoliche,rondani,T
Philoliche_rubiginosa_Tabanidae_T,,Tabanidae,,,Philoliche,rubiginosa,T
Philoliche_umbratipennis_Tabanidae_T,,Tabanidae,,,Philoliche,umbratipennis,T
Philoliche_gravoti_Tabanidae_T,,Tabanidae,,,Philoliche,gravoti,T
Philoliche_Philoliche_rostrata_Tabanidae_T,,Tabanidae,,,Philoliche,rostrata,T
Philoliche_gulosa_Tabanidae_T,,Tabanidae,,,Philoliche,gulosa,T
Philoliche_atricornis_Tabanidae_T,,Tabanidae,,,Philoliche,atricornis,T
Philoliche_lateralis_Tabanidae_T,,Tabanidae,,,Philoliche,lateralis,T
Philoliche_angulata_Tabanidae_T,,Tabanidae,,,Philoliche,angulata,T
Philoliche_compacta_Tabanidae_T,,Tabanidae,,,Philoliche,compacta,T
Philoliche_spiloptera_Tabanidae_T,,Tabanidae,,,Philoliche,spiloptera,T
Goniops_chrysocoma_Tabanidae_T,,Tabanidae,,,Goniops,chrysocoma,T
Scaptia_Scaptia_guttata_Tabanidae_T,,Tabanidae,,,Scaptia,guttata,T
Triclista_singularis_Tabanidae_T,,Tabanidae,,,Triclista,singularis,T
Lepmia_leucothorax_Tabanidae_T,,Tabanidae,,,Lepmia,leucothorax,T
Scione_brevistriga_Tabanidae_T,,Tabanidae,,,Scione,brevistriga,T
Scione_equatoriensis_Tabanidae_T,,Tabanidae,,,Scione,equatoriensis,T
Scione_huancabambae_Tabanidae_T,,Tabanidae,,,Scione,huancabambae,T
Scione_fusca_Tabanidae_T,,Tabanidae,,,Scione,fusca,T
Scione_maculipennis_Tabanidae_T,,Tabanidae,,,Scione,maculipennis,T
Scione_rufipes_Tabanidae_T,,Tabanidae,,,Scione,rufipes,T
Pseudoscione_vittata_Tabanidae_T,,Tabanidae,,,Pseudoscione,vittata,T
Pseudoscione_dorsoguttata_Tabanidae_T,,Tabanidae,,,Pseudoscione,dorsoguttata,T
Parosca_viridiventris_Tabanidae_T,,Tabanidae,,,Parosca,viridiventris,T
Parosca_latipalpis_Tabanidae_T,,Tabanidae,,,Parosca,latipalpis,T
Scaptia_auranticula_Tabanidae_T,,Tabanidae,,,Scaptia,auranticula,T
Pityocera_Elaphella_cervus_Tabanidae_T,,Tabanidae,,,Pityocera,cervus,T
Fidena_Fidena_flavipennis_Tabanidae_T,,Tabanidae,,,Fidena,flavipennis,T
Fidena_Fidena_sp_1_Tabanidae_T,,Tabanidae,,,Fidena,,1
Fidena_pallidula_Tabanidae_T,,Tabanidae,,,Fidena,pallidula,T
Fidena_rhinophora_Tabanidae_T,,Tabanidae,,,Fidena,rhinophora,T
Scaptia_minuscula_Tabanidae_T,,Tabanidae,,,Scaptia,minuscula,T
Scaptia_tricolor_Tabanidae_T,,Tabanidae,,,Scaptia,tricolor,T
Scaptia_Scaptia_alpina_Tabanidae_T,,Tabanidae,,,Scaptia,alpina,T
Scaptia_aurata_Tabanidae_T,,Tabanidae,,,Scaptia,aurata,T
Scaptia_brevirostris_Tabanidae_T,,Tabanidae,,,Scaptia,brevirostris,T
Scaptia_nr_brevirostris_Tabanidae_T,,Tabanidae,,,Scaptia,,T
Scaptia_sp_3_Tabanidae_T,,Tabanidae,,,Scaptia,,3
Scaptia_jacksonii_Tabanidae_T,,Tabanidae,,,Scaptia,jacksonii,T
Scaptia_monticola_Tabanidae_T,,Tabanidae,,,Scaptia,monticola,T
Scaptia_fulgida_Tabanidae_T,,Tabanidae,,,Scaptia,fulgida,T
Scaptia_abdominalis_Tabanidae_T,,Tabanidae,,,Scaptia,abdominalis,T
Scaptia_similis_Tabanidae_T,,Tabanidae,,,Scaptia,similis,T
Scaptia_jacksoniensis_Tabanidae_T,,Tabanidae,,,Scaptia,jacksoniensis,T
Apocampta_subcana_Tabanidae_T,,Tabanidae,,,Apocampta,subcana,T
Osca_lata_BDL038_Tabanidae_T,,Tabanidae,,,Osca,lata,BDL038
Plinthina_nigripuncta_Tabanidae_T,,Tabanidae,,,Plinthina,nigripuncta,T
Plinthina_arnhemensis_Tabanidae_T,,Tabanidae,,,Plinthina,arnhemensis,T
Plinthina_subcinerea_Tabanidae_T,,Tabanidae,,,Plinthina,subcinerea,T
Plinthina_binotata_Tabanidae_T,,Tabanidae,,,Plinthina,binotata,T
Myioscaptia_calliphora_Tabanidae_T,,Tabanidae,,,Myioscaptia,calliphora,T
Myioscaptia_inopinata_Tabanidae_T,,Tabanidae,,,Myioscaptia,inopinata,T
Myioscaptia_violacea_Tabanidae_T,,Tabanidae,,,Myioscaptia,violacea,T
Copidapha_regisgeorgii_Tabanidae_T,,Tabanidae,,,Copidapha,regisgeorgii,T
Copidapha_clavata_Tabanidae_T,,Tabanidae,,,Copidapha,clavata,T
Copidapha_maculiventris_Tabanidae_T,,Tabanidae,,,Copidapha,maculiventris,T
Copidapha_neoconcolor_Tabanidae_T,,Tabanidae,,,Copidapha,neoconcolor,T
Copidapha_roei_BDL033_Tabanidae_T,,Tabanidae,,,Copidapha,roei,BDL033
Copidapha_lasiophthalma_BDL032_Tabanidae_T,,Tabanidae,,,Copidapha,lasiophthalma,BDL032
Scaptia_Pseudoscione_neoconcol_Tabanidae_Tor_was_sp_4_AUS,,Tabanidae,,,Scaptia,neoconcolor,Tor_was_sp_4_AUS
Copidapha_quadrimacula_Tabanidae_T,,Tabanidae,,,Copidapha,quadrimacula,T
Copidapha_aureohirta_Tabanidae_T,,Tabanidae,,,Copidapha,aureohirta,T
Copidapha_subcontigua_Tabanidae_T,,Tabanidae,,,Copidapha,subcontigua,T
Copidapha_xanthopilis_Tabanidae_T,,Tabanidae,,,Copidapha,xanthopilis,T
Copidapha_bicolorata_Tabanidae_T,,Tabanidae,,,Copidapha,bicolorata,BDL_201
Copidapha_aff__georgii_BDL_201_Tabanidae_T3,,Tabanidae,,,Copidapha,georgii,T3
Copidapha_georgii_Tabanidae_T,,Tabanidae,,,Copidapha,georgii,T
Copidapha_guttipennis_Tabanidae_T,,Tabanidae,,,Copidapha,guttipennis,T
Copidapha_testaceomaculata_Tabanidae_T,,Tabanidae,,,Copidapha,testaceomaculata,T
Copidapha_occidentalis_Tabanidae_T,,Tabanidae,,,Copidapha,occidentalis,T
Osca_nr__lata_PEET1001_Tabanidae_T,,Tabanidae,,,Osca,,PEET1001
Anzomyia_pegasus_Tabanidae_T,,Tabanidae,,,Anzomyia,pegasus,T
Scioniini_gen__NZ_sp_adrel_Tabanidae_T,,Tabanidae,Scioniini,,,,NZ_sp_adrel_T
Scioniini_gen__NZ_sp_ricardoa_Tabanidae_Te,,Tabanidae,Scioniini,,,,NZ_sp_ricardoa_Te
Scioniini_gen_NZ_sp_lerda_vou_Tabanidae_Tcher_BDL103,,Tabanidae,Scioniini,,,,NZ_sp_lerda_vou_BDL103
Scioniini_gen__NZ_sp_milleri_Tabanidae_T,,Tabanidae,Scioniini,,,,NZ_sp_milleri_T
Stonemyia_rasa_Tabanidae_T,,Tabanidae,,,Stonemyia,rasa,T
Mycteromyia_sp_1_Tabanidae_T,,Tabanidae,,,Mycteromyia,,1
Esenbeckia_Palassomyia_fascipe_Tabanidae_Tnnis,,Tabanidae,,,Esenbeckia,Palassomyia_fascipennis,Tnnis
Pegasomyia_abaureus_Tabanidae_T,,Tabanidae,,,Pegasomyia,abaureus,T
Esenbeckia_Esenbeckia_prasiniv_Tabanidae_Tentris,,Tabanidae,,,Esenbeckia,prasiniventris,Tentris
Esenbeckia_Ricardoa_sp_3_Tabanidae_T,,Tabanidae,,,Esenbeckia,,3
Esenbeckia_Ricardoa_delta_Tabanidae_T,,Tabanidae,,,Esenbeckia,delta,T
Esenbeckia_nr_lugubris_Fidena__Tabanidae_TLaphriomyia_sp_4,,Tabanidae,,,Esenbeckia,,TLaphriomyia_sp_4
Ectenopsis_sp_1_Tabanidae_T,,Tabanidae,,,Ectenopsis,,1
Apatolestes_sp_2_BKC_2014_Tabanidae_T,,Tabanidae,,,Apatolestes,,2_BKC_2014
Asaphomyia_floridensis_Tabanidae_T,,Tabanidae,,,Asaphomyia,floridensis,T
Dasyomma_caeruleum_Athericidae_T,,Athericidae,,,Dasyomma,caeruleum,T
Dasyomma_vittatum_Athericidae_T,,Athericidae,,,Dasyomma,vittatum,T
Dasyomma_sp_Athericidae_T,,Athericidae,,,Dasyomma,,
Atherix_variegata_Athericidae_T,,Athericidae,,,Atherix,variegata,T
Atherix_marginata_Athericidae_T,,Athericidae,,,Atherix,marginata,T
Suragina_longipes_Athericidae_T,,Athericidae,,,Suragina,longipes,T
Oreoleptis_torrenticola_Oreoleptidae_T,,Oreoleptidae,,,Oreoleptis,torrenticola,T
Pseudoerinna_jonesi_Pelecorhynchidae_T,,Pelecorhynchidae,,,Pseudoerinna,jonesi,T
Pelecorhynchus_personatus_Pelecorhynchidae_T,,Pelecorhynchidae,,,Pelecorhynchus,personatus,T
Glutops_singularis_Pelecorhynchidae_T,,Pelecorhynchidae,,,Glutops,singularis,T
Glutops_rossi_Pelecorhynchidae_T,,Pelecorhynchidae,,,Glutops,rossi,T
Heterostomus_sp_PHK2011_Xylophagidae_X,,Xylophagidae,,,Heterostomus,,PHK2011
Arthropeas_magnum_Xylophagidae_X,,Xylophagidae,,,Arthropeas,magnum,X
Coenomyia_ferruginea_Xylophagidae_X,,Xylophagidae,,,Coenomyia,ferruginea,X
Dialysis_elongata_Xylophagidae_X,,Xylophagidae,,,Dialysis,elongata,X
Rachicerus_obscuripennis_Xylophagidae_X,,Xylophagidae,,,Rachicerus,obscuripennis,X
Xylophagus_cinctus_Xylophagidae_X,,Xylophagidae,,,Xylophagus,cinctus,X
Exeretonevra_angustifrons_Xylophagidae_X,,Xylophagidae,,,Exeretonevra,angustifrons,X
Heterostomus_curvipalpis_Xylophagidae_X,,Xylophagidae,,,Heterostomus,curvipalpis,X
Pantophthalmus_sp_Pantophthalmidae_S,,Pantophthalmidae,,,Pantophthalmus,,
Pantophthalmus_sp_Pantophthalmidae_S_BW_2000,,Pantophthalmidae,,,Pantophthalmus,,BW_2000
Pantophthalmus_sp_Pantophthalmidae_S_MDT_2010,,Pantophthalmidae,,,Pantophthalmus,,MDT_2010
Solva_sp_CB0434_Xylomyidae_S,,Xylomyidae,,,Solva,,CB0434
Xylomya_parens_Xylomyidae_S,,Xylomyidae,,,Xylomya,parens,S
Xylomyia_parens_Xylomyidae_S,,Xylomyidae,,,Xylomya,parens,S
Platylobium_zurstrasseni_Stratiomyidae_S,,Stratiomyidae,,,Platylobium,zurstrasseni,S
Proegmenomyia_metallica_Stratiomyidae_S,,Stratiomyidae,,,Proegmenomyia,metallica,S
Pseudocyphomyia_mimetica_Stratiomyidae_S,,Stratiomyidae,,,Pseudocyphomyia,mimetica,S
Artemita_aurata_CB0303_Stratiomyidae_S,,Stratiomyidae,,,Artemita,aurata,CB0303
Culcua_nigra_Stratiomyidae_S,,Stratiomyidae,,,Culcua,nigra,S
Culcua_kolibaci_Stratiomyidae_S,,Stratiomyidae,,,Culcua,kolibaci,S
Tinda_javana_Stratiomyidae_S,,Stratiomyidae,,,Tinda,javana,S
Pachygaster_atra_Stratiomyidae_S,,Stratiomyidae,,,Pachygaster,atra,S
Eudmeta_marginata_Stratiomyidae_S,,Stratiomyidae,,,Eudmeta,marginata,S
Microchrysa_polita_Stratiomyidae_S,,Stratiomyidae,,,Microchrysa,polita,S
Ptecticus_brevipennis_Stratiomyidae_S,,Stratiomyidae,,,Ptecticus,brevipennis,S
Sargus_bipunctatus_Stratiomyidae_S,,Stratiomyidae,,,Sargus,bipunctatus,S
Sargus_thoracicus_Stratiomyidae_S,,Stratiomyidae,,,Sargus,thoracicus,S
Merosargus_pictipes_Stratiomyidae_S,,Stratiomyidae,,,Merosargus,pictipes,S
Ptecticus_sp_CB0409_Stratiomyidae_S,,Stratiomyidae,,,Ptecticus,,CB0409
Chloromyia_formosa_CB0502_Stratiomyidae_S,,Stratiomyidae,,,Chloromyia,formosa,CB0502
Solva_marginata_Xylomyidae_S,,Xylomyidae,,,Solva,marginata,S
Nemotelus_nigrinus_Stratiomyidae_S,,Stratiomyidae,,,Nemotelus,nigrinus,S
Nemotelus_sp_CB0430_Stratiomyidae_S,,Stratiomyidae,,,Nemotelus,,CB0430
Nemotelus_sp_CB0506_Stratiomyidae_S,,Stratiomyidae,,,Nemotelus,,CB0506
Acropeltates_sp_CB0311_Stratiomyidae_S,,Stratiomyidae,,,Acropeltates,,CB0311
Abavus_sp_Stratiomyidae_S,,Stratiomyidae,,,Abavus,,
Ruba_opponens_Stratiomyidae_S,,Stratiomyidae,,,Ruba,opponens,
Chrysochlorina_sp_CB0410_Stratiomyidae_S,,Stratiomyidae,,,Chrysochlorina,,CB0410
Hermetia_illucens_Stratiomyidae_S,,Stratiomyidae,,,Hermetia,illucens,
Hermetia_melanderi_Stratiomyidae_S,,Stratiomyidae,,,Hermetia,melanderi,
Cyphomyia_dispar_CB0109_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,dispar,CB0109
Cyphomyia_altifrons_CB0105_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,altifrons,CB0105
Cyphomyia_erecta_CB0426_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,erecta,CB0426
Cyphomyia_n_sp_1_CAB2005_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,,CAB2005
Cyphomyia_cyanea_CB0203_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,cyanea,CB0203
Cyphomyia_pulchella_CB0212_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,pulchella,CB0212
Cyphomyia_souzalopesi_CB0102_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,souzalopesi,CB0102
Cyphomyia_nr_androgyna_CB0201_Stratiomyidae_S,,Stratiomyidae,,,Cyphomyia,,CB0201
Dicyphoma_schaefferi_Stratiomyidae_S,,Stratiomyidae,,,Dicyphoma,schaefferi,
Abasanistus_rubricornis_Stratiomyidae_S,,Stratiomyidae,,,Abasanistus,rubricornis,
Labocerina_atrata_Stratiomyidae_S,,Stratiomyidae,,,Labocerina,atrata,
Chordonota_inermis_CB0324_Stratiomyidae_S,,Stratiomyidae,,,Chordonota,inermis,CB0324
Merope_tuber,,,,,Merope,tuber,
Panorpa_sp,,,,,Panorpa,,
Nannochorista_sp,,,,,Nannochorista,,
Ctenocephalides_felis,,,,,Ctenocephalides,felis,
Micropteryx_calthella,,,,,Micropteryx,calthella,
Microchorista_philpotti,,,,,Microchorista,philpotti,
Deuterophlebia_coloradensis,,,,,Deuterophlebia,coloradensis,
Nymphomyia_dolichopeza,,,,,Nymphomyia,dolichopeza,
Trichocera_brevicornis,,,,,Trichocera,brevicornis,
Ula_elegans,,,,,Ula,elegans,
Dactylolabis_montana,,,,,Dactylolabis,montana,
Hexatoma_longicornis,,,,,Hexatoma,longicornis,
Hoplolabis_armata,,,,,Hoplolabis,armata,
Liogma_nodicornis,,,,,Liogma,nodicornis,
Antocha_obtusa,,,,,Antocha,obtusa,
Dolichopeza_americana,,,,,Dolichopeza,americana,
Tipula_abdominalis,,,,,Tipula,abdominalis,
Bittacomorpha_sp,,,,,Bittacomorpha,,
Ptychoptera_sp,,,,,Ptychoptera,,
Edwardsina_gigantea,,,,,Edwardsina,gigantea,
Protoplasa_fitchii,,,,,Protoplasa,fitchii,
Clogmia_albipunctata,,,,,Clogmia,albipunctata,
Lutzomyia_longipalpis,,,,,Lutzomyia,longipalpis,
Phlebotomus_duboscqui,,,,,Phlebotomus,duboscqui,
Dixa_submaculata,,,,,Dixa,submaculata,
Corethrella_amazonica,,,,,Corethrella,amazonica,
Chaoborus_americana,,,,,Chaoborus,americana,
Toxorhynchites_amboinensis,,,,,Toxorhynchites,amboinensis,
Anopheles_gambiae,,,,,Anopheles,gambiae,
Stilobezzia_antennalis,,,,,Stilobezzia,antennalis,
Chironomus_tepperi,,,,,Chironomus,tepperi,
Androprosopa_americana,,,,,Androprosopa,americana,
Simulium_paynei,,,,,Simulium,paynei,
Parasimulium_crosskeyi,,,,,Parasimulium,crosskeyi,
Perissomma_mcalpinei,,,,,Perissomma,mcalpinei,
Olbiogaster_sackeni,,,,,Olbiogaster,sackeni,
Sylvicola_fenestralis,,,,,Sylvicola,fenestralis,
Synneuron_decipiens,,,,,Synneuron,decipiens,
Coboldia_fuscipes,,,,,Coboldia,fuscipes,
Axymyia_furcata,,,,,Axymyia,furcata,
Bibio_longipes,,,,,Bibio,longipes,
Cramptonomyia_spenceri,,,,,Cramptonomyia,spenceri,
Manota_sp,,,,,Manota,,
Symmerus_annulatus,,,,,Symmerus,annulatus,
Diadocidia_ferruginosa,,,,,Diadocidia,ferruginosa,
Pseudobrachypeza_bulbosa,,,,,Pseudobrachypeza,bulbosa,
Bolitophila_sp,,,,,Bolitophila,,
Arachnocampa_flava,,,,,Arachnocampa,flava,
Bradysia_tilicola,,,,,Bradysia,tilicola,
Lygistorrhina_sanctaecatharinae,,,,,Lygistorrhina,sanctaecatharinae,
Mayetiola_destructor,,,,,Mayetiola,destructor,
Lestremiinae_sp,,,,Lestremiinae,,,
Trichophthalma_sp,,,,,Trichophthalma,,
Xylophagus_abdominalis,,,,,Xylophagus,abdominalis,
Exeretonevra_angustifrons,,,,,Exeretonevra,angustifrons,
Rhagio_hirtis,,,,,Rhagio,hirtis,
Vermileo_opacus,,,,,Vermileo,opacus,
Chrysopilus_thoracicus,,,,,Chrysopilus,thoracicus,
Bolbomyia_nana,,,,,Bolbomyia,nana,
Glutops_singularis,,,,,Glutops,singularis,
Oreoleptis_torrenticola,,,,,Oreoleptis,torrenticola,
Atherix_variegata,,,,,Atherix,variegata,
Tabanus_atratus,,,,,Tabanus,atratus,
Haematopota_pluvialis,,,,,Haematopota,pluvialis,
Hilarimorpha_mentata,,,,,Hilarimorpha,mentata,
Ogcodes_basalis,,,,,Ogcodes,basalis,
Pantophthalmus_bellardii,,,,,Pantophthalmus,bellardii,
Xylomya_parens,,,,,Xylomya,parens,
Actina_viridis,,,,,Actina,viridis,
Hermetia_illucens,,,,,Hermetia,illucens,
Mythicomyia_sp,,,,,Mythicomyia,,
Paracosmus_sp,,,,,Paracosmus,,
Bombylius_major,,,,,Bombylius,major,
Asilus_crabroniformis,,,,,Asilus,crabroniformis,
Mydas_clavatus,,,,,Mydas,clavatus,
Apiocera_haruspex,,,,,Apiocera,haruspex,
Evocoa_chilensis,,,,,Evocoa,chilensis,
Apsilocephala_sp,,,,,Apsilocephala,,
Prorates_sp,,,,,Prorates,,
Acrosathe_novella,,,,,Acrosathe,novella,
Phycus_kroeberi,,,,,Phycus,kroeberi,
Atelestus_pulicarius,,,,,Atelestus,pulicarius,
Parathalassius_candidatus,,,,,Parathalassius,candidatus,
Neurigona_quadrifasciata,,,,,Neurigona,quadrifasciata,
Ocydromia_glabricula,,,,,Ocydromia,glabricula,
Hybos_culiciformis,,,,,Hybos,culiciformis,
Clinocera_caerulea,,,,,Clinocera,caerulea,
Oreogeton_scopifer,,,,,Oreogeton,scopifer,
Apystomyia_elinguis,,,,,Apystomyia,elinguis,
Lonchoptera_uniseta,,,,,Lonchoptera,uniseta,
Opetia_nigra,,,,,Opetia,nigra,
Paraplatypeza_velutina,,,,,Paraplatypeza,velutina,
Ironomyia_nigromaculata,,,,,Ironomyia,nigromaculata,
Sciadocera_rufomaculata,,,,,Sciadocera,rufomaculata,
Phora_sp,,,,,Phora,,
Megaselia_scalaris,,,,,Megaselia,scalaris,
Microdon_tristis,,,,,Microdon,tristis,
Episyrphus_balteatus,,,,,Episyrphus,balteatus,
