family,genus,Habitat,habitat_cat1,habitat_cat2,source,species notes,updated_genus,Open Tree Taxonomy Family,Family matches,Open Tree Taxonomy ID,NCBI ID
Stratiomyidae,Eupachygaster,wooddecomp,wood,decomp,https://repository.si.edu/bitstream/handle/10088/16941/1/USNMP-121_3569_1967.pdf,,Eupachygaster,Stratiomyidae,TRUE,4448218,
Stratiomyidae,Geosargus,dung,dung,decomp,https://www.jstor.org/stable/1943223#metadata_info_tab_contents,,Sargus,Stratiomyidae,TRUE,340298,343647
Stratiomyidae,Hermetia,"detritus, dung, endopar, vegdecomp, carrion",,decomp,https://essig.berkeley.edu/documents/cis/cis06_5.pdf,,Hermetia,Stratiomyidae,TRUE,419091,343581
Stratiomyidae,Hirtea,plant litter,,decomp,https://www.sciencedirect.com/science/article/pii/S105579031200440X,aka Sciara,Hirtea,Bibionidae,FALSE,5806729,
Stratiomyidae,Hoplodonta,aquatic,,aquatic,https://digitallibrary.amnh.org/bitstream/handle/2246/2239/N1088.pdf?sequence=1,aka/closely related to Odontomyia,Oplodontha,Stratiomyidae,TRUE,241919,446504
Stratiomyidae,Lucilia,carrion,carrion,decomp,https://resjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2915.1997.tb00287.x,Actually calliphoridae,Lucilia,Calliphoridae,FALSE,1011017,7374
Stratiomyidae,Nemotelus,"aquatic, lentic and lotic",,aquatic,https://essig.berkeley.edu/documents/cis/cis06_5.pdf,,Nemotelus,Stratiomyidae,TRUE,419090,343582
Stratiomyidae,Neopachygaster,wooddecomp,wood,decomp,https://www.researchgate.net/profile/Linley-Sherin-2/publication/348418706_Soldier_flies_of_the_subfamily_Pachygastrinae_of_Canada_Diptera_Stratiomyidae/links/5ffe0230299bf140888f8411/Soldier-flies-of-the-subfamily-Pachygastrinae-of-Canada-Diptera-Stratiomyidae.pdf,,Neopachygaster,Stratiomyidae,TRUE,4448708,1692469
Stratiomyidae,Odontomyia,aquatic,,aquatic,https://essig.berkeley.edu/documents/cis/cis06_5.pdf,subgenus/synonomys w eulalia,Odontomyia,Stratiomyidae,TRUE,864925,343652
Stratiomyidae,Oxycera,decomp,,decomp,,,Oxycera,Stratiomyidae,TRUE,1077817,860348
Stratiomyidae,Pachygaster,wooddecomp,wood,decomp,https://www.researchgate.net/profile/Linley-Sherin-2/publication/348418706_Soldier_flies_of_the_subfamily_Pachygastrinae_of_Canada_Diptera_Stratiomyidae/links/5ffe0230299bf140888f8411/Soldier-flies-of-the-subfamily-Pachygastrinae-of-Canada-Diptera-Stratiomyidae.pdf,,Pachygaster,Stratiomyidae,TRUE,588075,124321
Stratiomyidae,Praomyia,"wooddecomp, vegbore",,decomp,https://nora.nerc.ac.uk/id/eprint/7447/1/LargerBrachycera.pdf,,Pachygaster,Stratiomyidae,TRUE,588075,124321
Stratiomyidae,Ptecticus,"vegdecomp, garbage, fungi",,decomp,https://repository.si.edu/bitstream/handle/10088/16941/1/USNMP-121_3569_1967.pdf,,Ptecticus,Stratiomyidae,TRUE,340290,343648
Stratiomyidae,Stratiomyia,aquatic,,aquatic,https://essig.berkeley.edu/documents/cis/cis06_5.pdf,subgenus of stratiomys,Stratiomys,Stratiomyidae,TRUE,494189,219520
Stratiomyidae,Stratiomys,aquatic,,aquatic,https://essig.berkeley.edu/documents/cis/cis06_5.pdf,,Stratiomys,Stratiomyidae,TRUE,494189,219520
Stratiomyidae,Zabrachia,wooddecomp,wood,decomp,https://www.researchgate.net/profile/Linley-Sherin-2/publication/348418706_Soldier_flies_of_the_subfamily_Pachygastrinae_of_Canada_Diptera_Stratiomyidae/links/5ffe0230299bf140888f8411/Soldier-flies-of-the-subfamily-Pachygastrinae-of-Canada-Diptera-Stratiomyidae.pdf,,Zabrachia,Stratiomyidae,TRUE,4447787,1891525
Synneuridae,Synneuron,wooddecomp,wood,decomp,desouzaamorimCretaceousEoceneFossils,,,,FALSE,,
Syrphidae,Blera,"sap, wooddecomp",,multi,ferrar,,Blera,Syrphidae,TRUE,1011661,226146
Syrphidae,Brachyopa,"wooddecomp, sap",,multi,ferrar,,Brachyopa,Syrphidae,TRUE,4359871,1637464
Syrphidae,Callicera,"sap, wooddecomp",,multi,ferrar,,Callicera,Syrphidae,TRUE,918825,228567
Syrphidae,Chelilosia,"vegbore, sap, wooddecomp, fungi",,multi,ferrar,,Cheilosia,Syrphidae,TRUE,76731,173981
Syrphidae,Chrysogaster,pond margins,,aquatic,ferrar,,Chrysogaster,Syrphidae,TRUE,385244,224248
Syrphidae,Copestylum,"pitcherplants, vegdecomp",,multi,ferrar,,Copestylum,Syrphidae,TRUE,757880,511142
Syrphidae,Epistrophe,predacious on homoptera,carn,animal,ferrar,,Epistrophe,Syrphidae,TRUE,1067349,414810
Syrphidae,Eriozona,predacious on homoptera,carn,animal,ferrar,,Eriozona,Syrphidae,TRUE,289909,414724
Syrphidae,Eristalis,"endopar, dung, sewage, pond margins, wooddecomp",,multi,ferrar,,Eristalis,Syrphidae,TRUE,621266,198633
Syrphidae,Eumerus,veg,veg,plant,ferrar,,Eumerus,Syrphidae,TRUE,335964,224220
Syrphidae,Hammerschmidtia,wooddecomp,wood,decomp,ferrar,,Hammerschmidtia,Syrphidae,TRUE,434832,226171
Syrphidae,Mallota,wooddecomp,wood,decomp,ferrar,,Mallota,Syrphidae,TRUE,4358979,535942
Syrphidae,Melangyna,predacious on homoptera,carn,animal,ferrar,,Melangyna,Syrphidae,TRUE,541060,414825
Syrphidae,Merocarcus,wooddecomp,wood,decomp,ferrar,,,,FALSE,,
Syrphidae,Merodon,veg,veg,plant,ferrar,,Merodon,Syrphidae,TRUE,914018,224226
Syrphidae,Metasyrphus,veg,veg,plant,scottEffectHungerAllocation1990,aka Eupeodes,Metasyrphus,Syrphidae,TRUE,379801,415931
Syrphidae,Microdon,ant nests,nest,nest,ferrar,,Microdon,Syrphidae,TRUE,520158,115291
Syrphidae,Myathropa,wooddecomp,wood,decomp,ferrar,,,,FALSE,,
Syrphidae,Myolepta,wooddecomp,wood,decomp,ferrar,,Myolepta,Syrphidae,TRUE,4359170,1473716
Syrphidae,Neoascia,dung,dung,decomp,ferrar,,Neoascia,Syrphidae,TRUE,335962,224222
Syrphidae,Nothomicrodon,placed in other family,,,,,Nothomicrodon,Syrphidae,TRUE,4359056,1857748
Syrphidae,Ocyptamus,predacious on homoptera,carn,animal,ferrar,,Ocyptamus,Syrphidae,TRUE,911867,369855
Syrphidae,Ornidia,"carrion, secondary detritivore",,decomp,martinsBreedingOrnidiaObesa2010,confirmed for obesa,Ornidia,Syrphidae,TRUE,4358571,994473
Syrphidae,Pandasyopthalmus,veg,veg,plant,mizunoFoodUtilizationAphidophagous1997,subgenus of Paragus,Pandasyopthalmus,Syrphidae,TRUE,822296,115310
Syrphidae,Paragus,predacious on homoptera,carn,animal,ferrar,,Paragus,Syrphidae,TRUE,973598,115308
Syrphidae,Pipiza,predacious on homoptera,carn,animal,ferrar,,Pipiza,Syrphidae,TRUE,440729,221788
Syrphidae,Scaeva,veg,veg,plant,reemerScaevaDignotaReared2007,,Scaeva,Syrphidae,TRUE,1070427,219538
Syrphidae,Sphaerophoria,veg,veg,plant,callanLarvaeSphaerophoriaPredators1955,,Sphaerophoria,Syrphidae,TRUE,419870,226179
Syrphidae,Syritta,"dung, vegdecomp, wooddecomp",,decomp,ferrar,,Syritta,Syrphidae,TRUE,816783,34681
Syrphidae,Syrphus,predacious on homoptera,carn,animal,ferrar,,Syrphus,Syrphidae,TRUE,910488,224255
Syrphidae,Temnostoma,wood,wood,decomp,ferrar,,Temnostoma,Syrphidae,TRUE,960634,226164
Syrphidae,Toxomerus,"veg, predacious on homoptera",,multi,ferrar,"politus is veg, others are predacious on homoptera",Toxomerus,Syrphidae,TRUE,577315,115327
Syrphidae,Volucella,"hymenoptera nests, locust eggs, vegdecomp",,multi,ferrar,,Volucella,Syrphidae,TRUE,1011656,226148
Syrphidae,Xanthogramma,ant nests,nest,nest,ferrar,,Xanthogramma,Syrphidae,TRUE,1016982,414873
Tabanidae,Apatolestes,damp soil,soil,decomp,burger,comastes soil,Apatolestes,Tabanidae,TRUE,4454590,428062
Tabanidae,Atylotus,"lentic, veg",,multi,burger,incisuralis is lentic veg,Atylotus,Tabanidae,TRUE,4452651,1310336
Tabanidae,Bolbodimyia,"aquatic, veg, lotic",,multi,burger,atrata lotic,Bolbodimyia,Tabanidae,TRUE,4454285,1547386
Tabanidae,Catachlorops,"lotic, sand, on roots",,multi,ferreiraMorphologyBionomyImmature2019,confirmed for rufescens,Catachlorops,Tabanidae,TRUE,4454329,1547373
Tabanidae,Chrysops,"lentic, soil",,multi,burger,pachycerus var hungerfordi and virgulatus and facialis are lentic,Chrysops,Tabanidae,TRUE,724021,27458
Tabanidae,Esenbeckia,damp soil,soil,decomp,burger,delta damp soil,Esenbeckia,Tabanidae,TRUE,932511,124297
Tabanidae,Fidena,"lentic, veg",,multi,zillikensAquaticLarvaePupae2005,,Fidena,Tabanidae,TRUE,4453534,1334907
Tabanidae,Goniops,on soil covered by leaves,soil,decomp,schwardtBiologicalNotesGoniops1934,,Goniops,Tabanidae,TRUE,4453474,428065
Tabanidae,Haematopota,moist soil,soil,decomp,andreevaNewContributionInformation2009,confirmed for pallens bozdagensis,Haematopota,Tabanidae,TRUE,152993,124311
Tabanidae,Heptatoma,"aquatic, soil",,multi,andreevaMorphologicalAdaptationsHorse1989,,,,,,
Tabanidae,Hybomitra,lentic,lentic,aquatic,burger,sonomensis var phaenops and opaca and fulvilateralis lentic,Hybomitra,Tabanidae,TRUE,438366,124690
Tabanidae,Leucotabanus,wooddecomp,wood,decomp,burger,ambiguus wooddecomp,Leucotabanus,Tabanidae,TRUE,4453229,1969939
Tabanidae,Silvius,"lotic, moist places",,aquatic,burger,quadrivittatus lotic,Silvius,Tabanidae,TRUE,780928,415257
Tabanidae,Stenotabanus,,,,,aka aegialomyia,Stenotabanus,Tabanidae,TRUE,4454397,1547430
Tabanidae,Tabanus,"aquatic, lentic, lotic, soil",,multi,burger,"punctifer, subsimilis, pruinosus, subsimilis, similis, and mogollon are lentic. dietrichi is lentic veg. caenosus is lentic soil. boharti abditus lotic. dorsifer and punctifer lotic. gilanus mogollon lotic. gilanus soil",Tabanus,Tabanidae,TRUE,555816,7206
Tachinidae,Acemyia,endopar,endo,internal,ferrar,,Acemya,Tachinidae,TRUE,4380813,1677647
Tachinidae,Anthomyiopsis,endopar,endo,internal,ferrar,,Anthomyiopsis,Tachinidae,TRUE,4386731,1918198
Tachinidae,Anthontuiosus,endopar,endo,internal,ferrar,,,,FALSE,,
Tachinidae,Archytas,endopar,endo,internal,ferrar,,Archytas,Tachinidae,TRUE,621269,198637
Tachinidae,Aulacephala,endopar,endo,internal,ferrar,,Aulacephala,Tachinidae,TRUE,4383279,
Tachinidae,Billaea,endopar,endo,internal,ferrar,,Billaea,Tachinidae,TRUE,479622,701468
Tachinidae,Blepharomyia,endopar,endo,internal,ferrar,,Blepharomyia,Tachinidae,TRUE,1089723,179434
Tachinidae,Blondelia,endopar,endo,internal,ferrar,,Blondelia,Tachinidae,TRUE,517726,179437
Tachinidae,Carinosillus,endopar,endo,internal,ferrar,,Ateloglossa,Tachinidae,TRUE,4380579,1890907
Tachinidae,Clausicella,endopar,endo,internal,ferrar,,Clausicella,Tachinidae,TRUE,4382615,1718822
Tachinidae,Cleonice,endopar,endo,internal,ferrar,,Cleonice,Tachinidae,TRUE,4381311,1918224
Tachinidae,Cyrtophleba,endopar,endo,internal,ferrar,,Cyrtophleba,Tachinidae,TRUE,552983,991141
Tachinidae,Dexia,endopar,endo,internal,ferrar,,Dexia,Tachinidae,TRUE,1007244,569033
Tachinidae,Dichaetoneura,endopar,endo,internal,ferrar,,Neaera,Tachinidae,TRUE,315309,695903
Tachinidae,Dinera,endopar,endo,internal,ferrar,,Dinera,Tachinidae,TRUE,1007223,569035
Tachinidae,Drino,endopar,endo,internal,ferrar,,Drino,Tachinidae,TRUE,1039328,179459
Tachinidae,Ectophasia,endopar,endo,internal,ferrar,,Ectophasia,Tachinidae,TRUE,1007228,569037
Tachinidae,Elomyia,endopar,endo,internal,ferrar,,Elomyia,Tachinidae,TRUE,4387145,1562792
Tachinidae,Ernestia,endopar,endo,internal,ferrar,,,,,,
Tachinidae,Estheria,endopar,endo,internal,ferrar,,Estheria,Tachinidae,TRUE,4384223,1918238
Tachinidae,Eutheresia,endopar,endo,internal,ferrar,,Billaea,Tachinidae,TRUE,479622,701468
Tachinidae,Exorista,endopar,endo,internal,ferrar,,Exorista,Tachinidae,TRUE,637588,113238
Tachinidae,Glaurocara,endopar,endo,internal,ferrar,,Glaurocara,Tachinidae,TRUE,4387474,2027854
Tachinidae,Istochaeta,endopar,endo,internal,ferrar,,,,FALSE,,
Tachinidae,Leschenaultia,endopar,endo,internal,ferrar,,Leschenaultia,Tachinidae,TRUE,362151,179486
Tachinidae,Lydella,endopar,endo,internal,ferrar,,Lydella,Tachinidae,TRUE,426221,283929
Tachinidae,Macquartia,endopar,endo,internal,ferrar,,Macquartia,Tachinidae,TRUE,4385939,1918266
Tachinidae,Metacemyia,endopar,endo,internal,ferrar,,Metacemyia,Tachinidae,TRUE,4386574,
Tachinidae,Milada,endopar,endo,internal,ferrar,,Milada,Tachinidae,TRUE,4384310,
Tachinidae,Mintho,endopar,endo,internal,ferrar,,Mintho,Tachinidae,TRUE,4386609,1918277
Tachinidae,Nemoraea,endopar,endo,internal,ferrar,,Nemoraea,Tachinidae,TRUE,644,170911
Tachinidae,Parasetigena,endopar,endo,internal,ferrar,,Parasetigena,Tachinidae,TRUE,1062506,380521
Tachinidae,Phryxe,endopar,endo,internal,ferrar,,Phryxe,Tachinidae,TRUE,251144,569079
Tachinidae,Phytomyptera,endopar,endo,internal,ferrar,,Phytomyptera,Tachinidae,TRUE,991468,179785
Tachinidae,Prosena,endopar,endo,internal,ferrar,,Prosena,Tachinidae,TRUE,4381548,1918293
Tachinidae,Pseudoperichaeta,endopar,endo,internal,ferrar,,Pseudoperichaeta,Tachinidae,TRUE,951856,283931
Tachinidae,Spathimeigenia,endopar,endo,internal,ferrar,,Vibrissina,Tachinidae,TRUE,880986,179525
Tachinidae,Sturmia,endopar,endo,internal,ferrar,,Sturmia,Tachinidae,TRUE,671828,569089
Tachinidae,Therobia,endopar,endo,internal,ferrar,,Therobia,Tachinidae,TRUE,4382000,1918313
Tachinidae,Zaira,endopar,endo,internal,ferrar,,Zaira,Tachinidae,TRUE,991480,179789
Tanyderidae,Araucoderus,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Araucoderus,Tanyderidae,TRUE,4512934,1549737
Tanyderidae,Mischoderus,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Mischoderus,Tanyderidae,TRUE,4513164,560267
Tanyderidae,Protoplasa,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Protoplasa,Tanyderidae,TRUE,460640,560776
Tanypezidae,Tanypeza,,,,,,Tanypeza,Tanypezidae,TRUE,4425637,1692486
Tendipedidae,Tendipes,lentic,lentic,aquatic,kajakEffectExperimentallyInduced1963,,Chironomus,Chironomidae,FALSE,269685,7150
Tephritidae,Bactrocera,fruit,fruit,plant,Aluja2000FruitFliesTephritidae,,Bactrocera,Tephritidae,TRUE,150620,27456
Tephritidae,Cerajocera,vegbore,,plant,,subgenus of terellia,Cerajocera,Tephritidae,TRUE,592277,474860
Tephritidae,Ceratitis,fruitbore,fruit,plant,Aluja2000FruitFliesTephritidae,,Ceratitis,Tephritidae,TRUE,34901,7212
Tephritidae,Euleia,miner,miner,plant,Aluja2000FruitFliesTephritidae,,Euleia,Tephritidae,TRUE,801867,28591
Tephritidae,Eurosta,gall former,gall,plant,https://onlinelibrary.wiley.com/doi/full/10.1034/j.1600-0706.2003.11738.x,,Eurosta,Tephritidae,TRUE,801869,28593
Tephritidae,Gymnocarena,flower heads,flower,plant,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C1DF5A3EC7310463602C97B66DEB7187/S0008347X12000259a.pdf/new-species-of-gymnocarena-diptera-tephritidae-from-eastern-north-america-and-guatemala-and-the-redescription-of-g-mississippiensis.pdf,,Gymnocarena,Tephritidae,TRUE,801873,28597
Tephritidae,Icterica,flower heads,flower,plant,https://academic.oup.com/aesa/article-abstract/60/6/1295/95413,,Icterica,Tephritidae,TRUE,801865,28599
Tephritidae,Jamesomyia,in flower heads,flower,plant,Aluja2000FruitFliesTephritidae,,Jamesomyia,Tephritidae,TRUE,1057210,28601
Tephritidae,Oplocheta,in flower heads,flower,plant,Aluja2000FruitFliesTephritidae,aka noeeta,Noeeta,Tephritidae,TRUE,188417,381362
Tephritidae,Oxyna,gall former,gall,plant,Aluja2000FruitFliesTephritidae,,Oxyna,Tephritidae,TRUE,21093,381365
Tephritidae,Paracantha,in thistle flowers,flower,plant,Aluja2000FruitFliesTephritidae,,Paracantha,Tephritidae,TRUE,786485,164885
Tephritidae,Procecidochards,"gall former, veg",,plant,Aluja2000FruitFliesTephritidae,minuta: gall former,Procecidochares,Tephritidae,TRUE,1057216,28607
Tephritidae,Rhabdochaeta,flower heads,flower,plant,Aluja2000FruitFliesTephritidae,,Rhabdochaeta,Tephritidae,TRUE,4405129,
Tephritidae,Rhagoletis,fruitbore,fruit,plant,Aluja2000FruitFliesTephritidae,sauvis: walnuts,Rhagoletis,Tephritidae,TRUE,1057208,28609
Tephritidae,Tephritis,in flower heads,flower,plant,Aluja2000FruitFliesTephritidae,,Tephritis,Tephritidae,TRUE,660192,43386
Tephritidae,Terellia,flower heads,flower,plant,Aluja2000FruitFliesTephritidae,,Terellia,Tephritidae,TRUE,700738,28615
Tephritidae,Trupanea,flower heads,flower,plant,Aluja2000FruitFliesTephritidae,,Trupanea,Tephritidae,TRUE,116714,30060
Tephritidae,Urophora,gall former,gall,plant,Aluja2000FruitFliesTephritidae,,Urophora,Tephritidae,TRUE,1007129,28620
Tephritidae,Xyphosia,burrows in flower heads,flower,plant,https://www.jstor.org/stable/pdf/3838390.pdf?refreqid=excelsior%3A3c806424d76e54799226885523c31bf3&ab_segments=&origin=,,Xyphosia,Tephritidae,TRUE,762579,381372
Tephritidae,Zonosemata,fruitbore,fruit,plant,Aluja2000FruitFliesTephritidae,,Zonosemata,Tephritidae,TRUE,543922,28622
Teratomyzidae,Auster,veg crawl,,multi,ferrar,,Auster,Teratomyzidae,TRUE,4395499,
Tetanoceridae,Dictya,aquatic,,aquatic,chapmanParallelEvolutionLarval2006,,Dictya,Sciomyzidae,FALSE,360701,1096051
Tetanoceridae,Sepedon,aquatic,,aquatic,chapmanParallelEvolutionLarval2006,,Sepedon,Sciomyzidae,FALSE,162441,320954
Thaumaleidae,Afrothaumalea,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Afrothaumalea,Thaumaleidae,TRUE,4467619,
Thaumaleidae,Androprosopa,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Androprosopa,Thaumaleidae,TRUE,800106,41815
Thaumaleidae,Austrothaumalea,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Austrothaumalea,Thaumaleidae,TRUE,148796,1085085
Thaumaleidae,Neothaumalea,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,,,FALSE,,
Thaumaleidae,Niphta,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Niphta,Thaumaleidae,TRUE,4467615,
Thaumaleidae,Thaumalea,aquatic,,aquatic,wiegmannEpisodicRadiationsFly2011,,Thaumalea,Thaumaleidae,TRUE,235942,61068
Therevidae,Thereva,dry leaf litter,,decomp,jedlickaChecklistDipteraCzech2009,,Thereva,Therevidae,TRUE,350963,95078
Tipulidae,Antocha,lotic,lotic,aquatic,https://www.mapress.com/zootaxa/2014/f/z03900p126f.pdf,,Antocha,Limoniidae,FALSE,331983,454619
Tipulidae,Ctenophora,wooddecomp,wood,decomp,https://www.jstor.org/stable/3018#metadata_info_tab_contents,,Ctenophora,Tipulidae,TRUE,1043126,516519
Tipulidae,Dictenidia,wooddecomp,wood,decomp,https://www.jstor.org/stable/3018#metadata_info_tab_contents,,Dictenidia,Tipulidae,TRUE,4511923,2108369
Tipulidae,Limonia,"algae, roots, aquatic",,multi,https://www.jstor.org/stable/3492715#metadata_info_tab_contents,,Limonia,Limoniidae,FALSE,949335,52743
Tipulidae,Liogma,"moss, veg, crawl",,plant,https://watermark.silverchair.com/zlaa177.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAtUwggLRBgkqhkiG9w0BBwagggLCMIICvgIBADCCArcGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMsavWwxKbqPvFIncCAgEQgIICiK09ZpbaHE3XbRG1ThNMUk5vBqu2zRHZ8Q6tkH4tBxylKyRf8qU7yIWOLLA6ldeOzurBm5viUuOFyBWEQeROn_D31-HxCCPVAzPkPeu91ndyFjyyT0sVNSDALwLDyveRmYl77Jz94Bx23pTrVkazSi7CyJb0Oic8ZXkTDZEik9M0794-_51wANnVSS2xnkPyfnVHUYfEJAIxsRDnsroE65rdYUbhDOqoYb_rmdGCwUWrfK5uXnoN96Q4jdArQfbpUk01TTkLmeJLGqJIIcK68Uy-kDCrqq_-sszslmk8dcRtlDziS-mbTM5CvK0c4Ixcsmz78GM5xzVnSIVHQdqyKOpUmqfgwV2UNBorz_tkKOcwqs5ax996ri_3ahGVpdryIiXNMOD9h2yAyafyeTAJ9lrttsaOphRdUGIkWVjEJd1uxJz5GSRFCqBoZtQ55rO05VVyluSdSbndcajd3we39Kpp6iGaXeuIAdkWZzfR0tz7AwDjjloGIg8-BSiFi3BDfMBPTf3mrmUkVVyZIDMS5c0pwktVOOQ6TieCVnFFR032rsb_uYjIz7iRdeekA76wmwejqx29I24D10zZcWzWlmhfKvwuqaJ90fiakXkvPElLf0mARR6Fj8Cu3ngoXOgxgixneTOmRNnj8S6vty9BNqo1zES5TvMj_GRzjjgzA-Gr5Brcj1FD9PkGoUxp0T-tzS1P_yIAgRkM8RO9-Rx0BO5echvo3zF7C8IRLJzVGomI8BeMqx0jrsDSnLhQ9EQAtOqucxg4mg48BPnq11ujWbimvK08pgSiCsNF5jdz2VuVobWyxMUwSrvjVGsTsqEgQ7zd_qPamU9jrOY59kHl-EA0YGXFqLIuVQ,,Liogma,Cylindrotomidae,FALSE,561301,560731
Tipulidae,Lipsothrix,"wooddecomp, lotic, wood",,multi,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2427.1987.tb01065.x?casa_token=zBCh997w2oUAAAAA:uHi5LVcKHGUfPoiksJkS1dnlQZIY6Aj9mP-KTfsHI9ApCXeTEzqIQs89OA4Dv3PxGmW7-h-pA2OzPA,,Lipsothrix,Limoniidae,FALSE,278553,700849
Tipulidae,Nephrotoma,wet soil,soil,decomp,https://www.jstor.org/stable/pdf/3018.pdf?refreqid=excelsior%3A79f1624d898b6f58b5096ca5f5dd9ae5&ab_segments=&origin=,,Nephrotoma,Tipulidae,TRUE,144495,46210
Tipulidae,Oropeza,moss,moss,plant,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/56959/OP521.pdf?sequence=1,,,,FALSE,,
Tipulidae,Pedicia,lotic,lotic,aquatic,http://www.egejfas.org/en/download/article-file/1208947,,Pedicia,Pediciidae,FALSE,477633,472374
Tipulidae,Prionocera,"wood, wooddecomp",wood,decomp,http://www.entomologi.no/journals/nje/2016-2/pdf/nje-vol63-no2-131-139-hofsvang.pdf,,Prionocera,Tipulidae,TRUE,4512617,1690388
Tipulidae,Tanyptera,wooddecomp,wood,decomp,http://www.entomologi.no/journals/nje/2016-2/pdf/nje-vol63-no2-131-139-hofsvang.pdf,,Tanyptera,Tipulidae,TRUE,275279,2108371
Tipulidae,Tipula,"wet soil, lotic",,multi,,,Tipula,Tipulidae,TRUE,990415,41043
Trichoceridae,Trichocera,sewage,,decomp,potockaTrichoceraMaculipennisDiptera2018,,Trichocera,Trichoceridae,TRUE,373195,52759
Ulidiidae,Chaetopsis,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,"general family notes: decomp, sometimes veg from tephritidae book",Chaetopsis,Ulidiidae,TRUE,660723,240871
Ulidiidae,Euxesta,veg,veg,plant,wiegmannEpisodicRadiationsFly2011,,Euxesta,Ulidiidae,TRUE,804871,286468
Vermileonidae,Vermileo,,,,,,Vermileo,Vermileonidae,TRUE,15488,124333
Xylophagidae,Coenomyia,,,,,,Coenomyia,Xylophagaidae,FALSE,536484,124305
Xylophagidae,Exeretonevra,,,,,,Exeretonevra,Xylophagaidae,FALSE,243452,560723
Xylophagidae,Xylophagus,,,,,,Xylophagus,Xylophagaidae,FALSE,745824,219493
